rule,applicable_to,implemented,rule_location,rule_element,rule_file,rule_code,type,rule_type,optional,error_regex,context_required,rule_id
Element <step> must contain element <cmd>.,"['Troubleshooting', 'Task']",True,,"<define name=""step"">",common/ryffineCommonElements.rng,"<define name=""step"">
  <element name=""step"">
    <ref name=""cmd""/>  <!-- <cmd> is now the first element -->
    <optional>       <!-- Optional <note> can follow <cmd> -->
      <ref name=""note""/>
    </optional>
    <optional>
      <ref name=""info""/>
    </optional>
    <optional>
      <choice>
        <ref name=""substeps""/>
        <ref name=""choices""/>
        <ref name=""choicetable""/>
      </choice>
    </optional>
    <optional>
      <ref name=""stepxmp""/>
    </optional>
    <optional>
      <ref name=""stepresult""/>
    </optional>
    <optional>
      <ref name=""steptroubleshooting""/>
    </optional>
  </element>
</define>",rng,content_rule,False,"['element ""step"" missing required attribute ""(.+?)""', 'element ""step"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""step"" incomplete; missing required element ""(.+?)""', 'element ""step"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,353
"Element <stepresult> can contain text mixed with any of: <p>, pattern 'common.inline'.","['Troubleshooting', 'Task']",True,,"<define name=""stepresult"">",common/ryffineCommonElements.rng,"<define name=""stepresult"">
  <element name=""stepresult"">
    <mixed>
      <zeroOrMore>
        <choice>
          <ref name=""common.inline""/>
          <ref name=""p""/>
        </choice>
      </zeroOrMore>
    </mixed>
  </element>
</define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,354
Element <steps-informal> must contain one or more instances of element <p>.,"['Troubleshooting', 'Task']",True,,"<define name=""steps-informal"">",common/ryffineCommonElements.rng,"<define name=""steps-informal"">
  <element name=""steps-informal"">
    <oneOrMore>
      <ref name=""p""/>
    </oneOrMore>
  </element>
</define>",rng,containment_rule,False,"['element ""steps-informal"" missing required attribute ""(.+?)""', 'element ""steps-informal"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""steps-informal"" incomplete; missing required element ""(.+?)""', 'element ""steps-informal"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,355
Element <steps-unordered> must contain one or more of one of the following: <step> or <stepsection>.,"['Troubleshooting', 'Task']",True,,"<define name=""steps-unordered"">",common/ryffineCommonElements.rng,"<define name=""steps-unordered"">
  <element name=""steps-unordered"">
    <oneOrMore>
      <choice>
        <ref name=""step""/>
        <ref name=""stepsection""/>
      </choice>
    </oneOrMore>
  </element>
</define>",rng,containment_rule,False,"['element ""steps-unordered"" missing required attribute ""(.+?)""', 'element ""steps-unordered"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""steps-unordered"" incomplete; missing required element ""(.+?)""', 'element ""steps-unordered"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,356
Element <steps> must contain one or more of one of the following: <step> or <stepsection>.,"['Troubleshooting', 'Task']",True,,"<define name=""steps"">",common/ryffineCommonElements.rng,"<define name=""steps"">
  <element name=""steps"">
    <oneOrMore>
      <choice>
        <ref name=""step""/>
        <ref name=""stepsection""/>
      </choice>
    </oneOrMore>
  </element>
</define>",rng,containment_rule,False,"['element ""steps"" missing required attribute ""(.+?)""', 'element ""steps"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""steps"" incomplete; missing required element ""(.+?)""', 'element ""steps"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,357
Element <stepsection> must contain one or more instances of element <step>.,"['Troubleshooting', 'Task']",True,,"<define name=""stepsection"">",common/ryffineCommonElements.rng,"<define name=""stepsection"">
  <element name=""stepsection"">
    <oneOrMore>
      <ref name=""step""/> <!-- Must contain one or more <step> elements -->
    </oneOrMore>
  </element>
</define>",rng,containment_rule,False,"['element ""stepsection"" missing required attribute ""(.+?)""', 'element ""stepsection"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""stepsection"" incomplete; missing required element ""(.+?)""', 'element ""stepsection"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,358
Element <steptroubleshooting> must contain one or more instances of element <p>.,"['Troubleshooting', 'Task']",True,,"<define name=""steptroubleshooting"">",common/ryffineCommonElements.rng,"<define name=""steptroubleshooting"">
  <element name=""steptroubleshooting"">
    <oneOrMore>
      <ref name=""p""/>
    </oneOrMore>
  </element>
</define>",rng,containment_rule,False,"['element ""steptroubleshooting"" missing required attribute ""(.+?)""', 'element ""steptroubleshooting"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""steptroubleshooting"" incomplete; missing required element ""(.+?)""', 'element ""steptroubleshooting"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,359
"Element <stepxmp> can contain text mixed with any of: <p>, pattern 'common.inline'.","['Troubleshooting', 'Task']",True,,"<define name=""stepxmp"">",common/ryffineCommonElements.rng,"<define name=""stepxmp"">
  <element name=""stepxmp"">
    <mixed>
      <zeroOrMore>
        <choice>
          <ref name=""common.inline""/>
          <ref name=""p""/>
        </choice>
      </zeroOrMore>
    </mixed>
  </element>
</define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,360
Element <sthead> must contain one or more instances of element <stentry>.,['Reference'],True,,"<define name=""sthead"">",,,rng,containment_rule,False,"['element ""sthead"" missing required attribute ""(.+?)""', 'element ""sthead"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""sthead"" incomplete; missing required element ""(.+?)""', 'element ""sthead"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,361
Element <strow> must contain one or more instances of element <stentry>.,['Reference'],True,,"<define name=""strow"">",,,rng,containment_rule,False,"['element ""strow"" missing required attribute ""(.+?)""', 'element ""strow"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""strow"" incomplete; missing required element ""(.+?)""', 'element ""strow"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,362
Element <substep> can optionally contain element <info>.,"['Troubleshooting', 'Task']",True,,"<define name=""substep"">",common/ryffineCommonElements.rng,"<define name=""substep"">
  <element name=""substep"">
    <ref name=""cmd""/>
    <optional>
      <ref name=""info""/>
    </optional>
    <optional>
      <ref name=""stepresult""/>
    </optional>
  </element>
</define>",rng,content_rule,True,"['element ""substep"" missing required attribute ""(.+?)""', 'element ""substep"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""substep"" incomplete; missing required element ""(.+?)""', 'element ""substep"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,363
Element <substep> can optionally contain element <stepresult>.,"['Troubleshooting', 'Task']",True,,"<define name=""substep"">",common/ryffineCommonElements.rng,"<define name=""substep"">
  <element name=""substep"">
    <ref name=""cmd""/>
    <optional>
      <ref name=""info""/>
    </optional>
    <optional>
      <ref name=""stepresult""/>
    </optional>
  </element>
</define>",rng,content_rule,True,"['element ""substep"" missing required attribute ""(.+?)""', 'element ""substep"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""substep"" incomplete; missing required element ""(.+?)""', 'element ""substep"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,364
"Element <substep> children must appear in order: <cmd>, <info> (optional), <stepresult> (optional).","['Troubleshooting', 'Task']",True,,"<define name=""substep"">",common/ryffineCommonElements.rng,"<define name=""substep"">
  <element name=""substep"">
    <ref name=""cmd""/>
    <optional>
      <ref name=""info""/>
    </optional>
    <optional>
      <ref name=""stepresult""/>
    </optional>
  </element>
</define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,365
Element <substep> must contain element <cmd>.,"['Troubleshooting', 'Task']",True,,"<define name=""substep"">",common/ryffineCommonElements.rng,"<define name=""substep"">
  <element name=""substep"">
    <ref name=""cmd""/>
    <optional>
      <ref name=""info""/>
    </optional>
    <optional>
      <ref name=""stepresult""/>
    </optional>
  </element>
</define>",rng,content_rule,False,"['element ""substep"" missing required attribute ""(.+?)""', 'element ""substep"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""substep"" incomplete; missing required element ""(.+?)""', 'element ""substep"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,366
