rule,applicable_to,implemented,rule_location,rule_element,rule_file,rule_code,type,rule_type,optional,error_regex,context_required,rule_id
"Element <frontmatter> children must appear in order: <notices> (optional), <preface> (optional), <booklists> (optional).",['Bookmap'],True,,"<define name=""frontmatter"">",rng/ryffineBookmap.rng,"<define name=""frontmatter"">
    <element name=""frontmatter"">
      <optional>
        <ref name=""notices""/>
      </optional>
      <optional>
        <ref name=""preface""/>
      </optional>
      <optional>
        <ref name=""booklists""/>
      </optional>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,148
Element <glossAbbreviation> must contain only text.,['Glossentry'],True,,"<define name=""glossAbbreviation"">",rng/ryffineGlossentry.rng,"<define name=""glossAbbreviation"">
    <element name=""glossAbbreviation"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""glossAbbreviation"" missing required attribute ""(.+?)""', 'element ""glossAbbreviation"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossAbbreviation"" incomplete; missing required element ""(.+?)""', 'element ""glossAbbreviation"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,149
Element <glossAcronym> must contain only text.,['Glossentry'],True,,"<define name=""glossAcronym"">",rng/ryffineGlossentry.rng,"<define name=""glossAcronym"">
    <element name=""glossAcronym"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""glossAcronym"" missing required attribute ""(.+?)""', 'element ""glossAcronym"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossAcronym"" incomplete; missing required element ""(.+?)""', 'element ""glossAcronym"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,150
"Element <glossAlt> must contain one of the following: (<glossAcronym>, <glossAbbreviation> (optional) in sequence) or <glossAbbreviation>.",['Glossentry'],True,,,rng/ryffineGlossentry.rng,"<start>
   <ref name=""glossentry""/>
</start>",rng,,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,151
Element <glossBody> can optionally contain element <glossProperty>.,['Glossentry'],True,,"<define name=""glossBody"">",rng/ryffineGlossentry.rng,"<define name=""glossBody"">
    <element name=""glossBody"">
      <optional>
        <ref name=""glossStatus""/>
      </optional>
      <optional>
        <ref name=""glossProperty""/>
      </optional>
      <choice>
        <group> <!-- Case: Acronym/Abbreviation is present (via glossAlt) -->
          <ref name=""glossSurfaceForm""/>
          <ref name=""glossAlt""/>
        </group>
        <optional> <!-- Case: Acronym/Abbreviation is NOT present, but glossSurfaceForm might be -->
          <ref name=""glossSurfaceForm""/>
        </optional>
        <empty/> <!-- Case: Neither glossSurfaceForm nor glossAlt are present in this position -->
      </choice>
      <optional>
        <ref name=""glossUsage""/>
      </optional>
      <optional>
        <ref name=""glossScopeNote""/>
      </optional>
      <optional>
        <ref name=""glossSymbol""/>
      </optional>
      <!-- glossAlt and glossSurfaceForm are handled in the choice structure above -->
    </element>
  </define>",rng,content_rule,True,"['element ""glossBody"" missing required attribute ""(.+?)""', 'element ""glossBody"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossBody"" incomplete; missing required element ""(.+?)""', 'element ""glossBody"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,152
Element <glossBody> can optionally contain element <glossScopeNote>.,['Glossentry'],True,,"<define name=""glossBody"">",rng/ryffineGlossentry.rng,"<define name=""glossBody"">
    <element name=""glossBody"">
      <optional>
        <ref name=""glossStatus""/>
      </optional>
      <optional>
        <ref name=""glossProperty""/>
      </optional>
      <choice>
        <group> <!-- Case: Acronym/Abbreviation is present (via glossAlt) -->
          <ref name=""glossSurfaceForm""/>
          <ref name=""glossAlt""/>
        </group>
        <optional> <!-- Case: Acronym/Abbreviation is NOT present, but glossSurfaceForm might be -->
          <ref name=""glossSurfaceForm""/>
        </optional>
        <empty/> <!-- Case: Neither glossSurfaceForm nor glossAlt are present in this position -->
      </choice>
      <optional>
        <ref name=""glossUsage""/>
      </optional>
      <optional>
        <ref name=""glossScopeNote""/>
      </optional>
      <optional>
        <ref name=""glossSymbol""/>
      </optional>
      <!-- glossAlt and glossSurfaceForm are handled in the choice structure above -->
    </element>
  </define>",rng,content_rule,True,"['element ""glossBody"" missing required attribute ""(.+?)""', 'element ""glossBody"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossBody"" incomplete; missing required element ""(.+?)""', 'element ""glossBody"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,153
Element <glossBody> can optionally contain element <glossStatus>.,['Glossentry'],True,,"<define name=""glossBody"">",rng/ryffineGlossentry.rng,"<define name=""glossBody"">
    <element name=""glossBody"">
      <optional>
        <ref name=""glossStatus""/>
      </optional>
      <optional>
        <ref name=""glossProperty""/>
      </optional>
      <choice>
        <group> <!-- Case: Acronym/Abbreviation is present (via glossAlt) -->
          <ref name=""glossSurfaceForm""/>
          <ref name=""glossAlt""/>
        </group>
        <optional> <!-- Case: Acronym/Abbreviation is NOT present, but glossSurfaceForm might be -->
          <ref name=""glossSurfaceForm""/>
        </optional>
        <empty/> <!-- Case: Neither glossSurfaceForm nor glossAlt are present in this position -->
      </choice>
      <optional>
        <ref name=""glossUsage""/>
      </optional>
      <optional>
        <ref name=""glossScopeNote""/>
      </optional>
      <optional>
        <ref name=""glossSymbol""/>
      </optional>
      <!-- glossAlt and glossSurfaceForm are handled in the choice structure above -->
    </element>
  </define>",rng,content_rule,True,"['element ""glossBody"" missing required attribute ""(.+?)""', 'element ""glossBody"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossBody"" incomplete; missing required element ""(.+?)""', 'element ""glossBody"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,154
Element <glossBody> can optionally contain element <glossSymbol>.,['Glossentry'],True,,"<define name=""glossBody"">",rng/ryffineGlossentry.rng,"<define name=""glossBody"">
    <element name=""glossBody"">
      <optional>
        <ref name=""glossStatus""/>
      </optional>
      <optional>
        <ref name=""glossProperty""/>
      </optional>
      <choice>
        <group> <!-- Case: Acronym/Abbreviation is present (via glossAlt) -->
          <ref name=""glossSurfaceForm""/>
          <ref name=""glossAlt""/>
        </group>
        <optional> <!-- Case: Acronym/Abbreviation is NOT present, but glossSurfaceForm might be -->
          <ref name=""glossSurfaceForm""/>
        </optional>
        <empty/> <!-- Case: Neither glossSurfaceForm nor glossAlt are present in this position -->
      </choice>
      <optional>
        <ref name=""glossUsage""/>
      </optional>
      <optional>
        <ref name=""glossScopeNote""/>
      </optional>
      <optional>
        <ref name=""glossSymbol""/>
      </optional>
      <!-- glossAlt and glossSurfaceForm are handled in the choice structure above -->
    </element>
  </define>",rng,content_rule,True,"['element ""glossBody"" missing required attribute ""(.+?)""', 'element ""glossBody"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossBody"" incomplete; missing required element ""(.+?)""', 'element ""glossBody"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,155
Element <glossBody> can optionally contain element <glossUsage>.,['Glossentry'],True,,"<define name=""glossBody"">",rng/ryffineGlossentry.rng,"<define name=""glossBody"">
    <element name=""glossBody"">
      <optional>
        <ref name=""glossStatus""/>
      </optional>
      <optional>
        <ref name=""glossProperty""/>
      </optional>
      <choice>
        <group> <!-- Case: Acronym/Abbreviation is present (via glossAlt) -->
          <ref name=""glossSurfaceForm""/>
          <ref name=""glossAlt""/>
        </group>
        <optional> <!-- Case: Acronym/Abbreviation is NOT present, but glossSurfaceForm might be -->
          <ref name=""glossSurfaceForm""/>
        </optional>
        <empty/> <!-- Case: Neither glossSurfaceForm nor glossAlt are present in this position -->
      </choice>
      <optional>
        <ref name=""glossUsage""/>
      </optional>
      <optional>
        <ref name=""glossScopeNote""/>
      </optional>
      <optional>
        <ref name=""glossSymbol""/>
      </optional>
      <!-- glossAlt and glossSurfaceForm are handled in the choice structure above -->
    </element>
  </define>",rng,content_rule,True,"['element ""glossBody"" missing required attribute ""(.+?)""', 'element ""glossBody"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossBody"" incomplete; missing required element ""(.+?)""', 'element ""glossBody"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,156
"Element <glossBody> children must appear in order: <glossStatus> (optional), <glossProperty> (optional), ((<glossSurfaceForm>, <glossAlt> in sequence) or <glossSurfaceForm> (optional) or nothing (empty)), <glossUsage> (optional), <glossScopeNote> (optional), <glossSymbol> (optional).",['Glossentry'],True,,,rng/ryffineGlossentry.rng,"<start>
   <ref name=""glossentry""/>
</start>",rng,,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,157
"Element <glossBody> must contain one of the following: (<glossSurfaceForm>, <glossAlt> in sequence) or <glossSurfaceForm> (optional) or nothing (empty).",['Glossentry'],True,,,rng/ryffineGlossentry.rng,"<start>
   <ref name=""glossentry""/>
</start>",rng,,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,158
Element <glossProperty> must contain only text.,['Glossentry'],True,,"<define name=""glossProperty"">",rng/ryffineGlossentry.rng,"<define name=""glossProperty"">
    <element name=""glossProperty"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""glossProperty"" missing required attribute ""(.+?)""', 'element ""glossProperty"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossProperty"" incomplete; missing required element ""(.+?)""', 'element ""glossProperty"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,159
Element <glossScopeNote> can contain text mixed with unlimited pattern 'common.inline'.,['Glossentry'],True,,"<define name=""glossScopeNote"">",rng/ryffineGlossentry.rng,"<define name=""glossScopeNote"">
    <element name=""glossScopeNote"">
      <mixed>
        <zeroOrMore>
          <ref name=""common.inline""/>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,160
Element <glossStatus> must be empty.,['Glossentry'],True,,"<define name=""glossStatus"">",rng/ryffineGlossentry.rng,"<define name=""glossStatus"">
    <element name=""glossStatus"">
      <attribute name=""value"">
        <choice>
          <value>active</value>
          <value>deprecated</value>
          <value>removed</value>
        </choice>
      </attribute>
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,161
"Element <glossStatus> must have attribute @value (must be one of: 'active', 'deprecated', 'removed').",['Glossentry'],True,,"<define name=""glossStatus"">",rng/ryffineGlossentry.rng,"<define name=""glossStatus"">
    <element name=""glossStatus"">
      <attribute name=""value"">
        <choice>
          <value>active</value>
          <value>deprecated</value>
          <value>removed</value>
        </choice>
      </attribute>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""glossStatus"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""glossStatus"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""glossStatus"" is invalid; must be an integer greater than or equal to \\d+']",False,162
Element <glossSurfaceForm> must contain only text.,['Glossentry'],True,,"<define name=""glossSurfaceForm"">",rng/ryffineGlossentry.rng,"<define name=""glossSurfaceForm"">
    <element name=""glossSurfaceForm"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""glossSurfaceForm"" missing required attribute ""(.+?)""', 'element ""glossSurfaceForm"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossSurfaceForm"" incomplete; missing required element ""(.+?)""', 'element ""glossSurfaceForm"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,163
Element <glossSymbol> must be empty.,['Glossentry'],True,,"<define name=""glossSymbol"">",rng/ryffineGlossentry.rng,"<define name=""glossSymbol"">
    <element name=""glossSymbol"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,164
Element <glossSymbol> must have attribute @href (must be a valid string).,['Glossentry'],True,,"<define name=""glossSymbol"">",rng/ryffineGlossentry.rng,"<define name=""glossSymbol"">
    <element name=""glossSymbol"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""glossSymbol"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""glossSymbol"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""glossSymbol"" is invalid; must be an integer greater than or equal to \\d+']",False,165
Element <glossUsage> can contain text mixed with unlimited pattern 'common.inline'.,['Glossentry'],True,,"<define name=""glossUsage"">",rng/ryffineGlossentry.rng,"<define name=""glossUsage"">
    <element name=""glossUsage"">
      <mixed>
        <zeroOrMore>
          <ref name=""common.inline""/>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,166
Element <glossarylist> must be empty.,['Bookmap'],True,,"<define name=""glossarylist"">",rng/ryffineBookmap.rng,"<define name=""glossarylist"">
    <element name=""glossarylist"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,167
Element <glossarylist> must have attribute @href (must be a valid string).,['Bookmap'],True,,"<define name=""glossarylist"">",rng/ryffineBookmap.rng,"<define name=""glossarylist"">
    <element name=""glossarylist"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""glossarylist"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""glossarylist"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""glossarylist"" is invalid; must be an integer greater than or equal to \\d+']",False,168
Element <glossdef> must contain one or more instances of element <p>.,['Glossentry'],True,,"<define name=""glossdef"">",rng/ryffineGlossentry.rng,"<define name=""glossdef"">
    <element name=""glossdef"">
      <oneOrMore>
        <ref name=""p""/> <!-- Assumes 'p' from common elements is suitable -->
      </oneOrMore>
    </element>
  </define>",rng,containment_rule,False,"['element ""glossdef"" missing required attribute ""(.+?)""', 'element ""glossdef"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossdef"" incomplete; missing required element ""(.+?)""', 'element ""glossdef"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,169
Element <glossentry> can optionally contain element <glossBody>.,['Glossentry'],True,,"<define name=""glossentry"">",rng/ryffineGlossentry.rng,"<define name=""glossentry"">
    <element name=""glossentry"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""glossterm""/>
      <ref name=""glossdef""/>
      <optional>
        <ref name=""glossBody""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""glossentry"" missing required attribute ""(.+?)""', 'element ""glossentry"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossentry"" incomplete; missing required element ""(.+?)""', 'element ""glossentry"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,170
"Element <glossentry> children must appear in order: <glossterm>, <glossdef>, <glossBody> (optional).",['Glossentry'],True,,"<define name=""glossentry"">",rng/ryffineGlossentry.rng,"<define name=""glossentry"">
    <element name=""glossentry"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""glossterm""/>
      <ref name=""glossdef""/>
      <optional>
        <ref name=""glossBody""/>
      </optional>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,171
Element <glossentry> must contain element <glossdef>.,['Glossentry'],True,,"<define name=""glossentry"">",rng/ryffineGlossentry.rng,"<define name=""glossentry"">
    <element name=""glossentry"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""glossterm""/>
      <ref name=""glossdef""/>
      <optional>
        <ref name=""glossBody""/>
      </optional>
    </element>
  </define>",rng,content_rule,False,"['element ""glossentry"" missing required attribute ""(.+?)""', 'element ""glossentry"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossentry"" incomplete; missing required element ""(.+?)""', 'element ""glossentry"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,172
Element <glossentry> must contain element <glossterm>.,['Glossentry'],True,,"<define name=""glossentry"">",rng/ryffineGlossentry.rng,"<define name=""glossentry"">
    <element name=""glossentry"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""glossterm""/>
      <ref name=""glossdef""/>
      <optional>
        <ref name=""glossBody""/>
      </optional>
    </element>
  </define>",rng,content_rule,False,"['element ""glossentry"" missing required attribute ""(.+?)""', 'element ""glossentry"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossentry"" incomplete; missing required element ""(.+?)""', 'element ""glossentry"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,173
Element <glossentry> uses attribute set 'id-atts'.,['Glossentry'],True,,"<define name=""glossentry"">",rng/ryffineGlossentry.rng,"<define name=""glossentry"">
    <element name=""glossentry"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""glossterm""/>
      <ref name=""glossdef""/>
      <optional>
        <ref name=""glossBody""/>
      </optional>
    </element>
  </define>",rng,element_uses_attribute_set_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,174
Element <glossentry> uses attribute set 'lang-atts'.,['Glossentry'],True,,"<define name=""glossentry"">",rng/ryffineGlossentry.rng,"<define name=""glossentry"">
    <element name=""glossentry"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""glossterm""/>
      <ref name=""glossdef""/>
      <optional>
        <ref name=""glossBody""/>
      </optional>
    </element>
  </define>",rng,element_uses_attribute_set_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,175
Element <glossref> can optionally have attribute @format (must be a valid string).,['Map'],True,,"<define name=""glossref"">",rng/ryffineMap.rng,"<define name=""glossref"">
    <element name=""glossref"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <optional>
        <attribute name=""format"">
          <data type=""string""/> <!-- e.g., ""dita"" or specific glossary format -->
        </attribute>
      </optional>
      <!-- Potentially other attributes similar to topicref if needed -->
    </element>
  </define>",rng,attribute_rule,True,"['attribute ""glossref"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""glossref"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""glossref"" is invalid; must be an integer greater than or equal to \\d+']",False,176
Element <glossref> must be empty.,['Map'],True,,"<define name=""glossref"">",rng/ryffineMap.rng,"<define name=""glossref"">
    <element name=""glossref"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <optional>
        <attribute name=""format"">
          <data type=""string""/> <!-- e.g., ""dita"" or specific glossary format -->
        </attribute>
      </optional>
      <!-- Potentially other attributes similar to topicref if needed -->
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,177
Element <glossref> must have attribute @href (must be a valid string).,['Map'],True,,"<define name=""glossref"">",rng/ryffineMap.rng,"<define name=""glossref"">
    <element name=""glossref"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <optional>
        <attribute name=""format"">
          <data type=""string""/> <!-- e.g., ""dita"" or specific glossary format -->
        </attribute>
      </optional>
      <!-- Potentially other attributes similar to topicref if needed -->
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""glossref"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""glossref"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""glossref"" is invalid; must be an integer greater than or equal to \\d+']",False,178
Element <glossterm> must contain only text.,['Glossentry'],True,,"<define name=""glossterm"">",rng/ryffineGlossentry.rng,"<define name=""glossterm"">
    <element name=""glossterm"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""glossterm"" missing required attribute ""(.+?)""', 'element ""glossterm"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""glossterm"" incomplete; missing required element ""(.+?)""', 'element ""glossterm"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,179
Element <i> can contain text mixed with unlimited pattern 'common.inline.noxref'.,"['LearningOverview', 'Glossentry', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""i"">",common/ryffineCommonElements.rng,"<define name=""i"">
    <element name=""i"">
      <mixed>
        <zeroOrMore>
          <ref name=""common.inline.noxref""/>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,180
Element <image> can optionally contain element <alt>.,"['LearningOverview', 'Glossentry', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""image"">",common/ryffineCommonElements.rng,"<define name=""image"">
    <element name=""image"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <optional>
        <ref name=""alt""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""image"" missing required attribute ""(.+?)""', 'element ""image"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""image"" incomplete; missing required element ""(.+?)""', 'element ""image"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,181
